Sampling Rate : 128 Hz,Duration : 10 Minutes
Time,PPG
119.4140625,-26094.85156
119.421875,-26093.73242
119.4296875,-26087.96875
119.4375,-26081.1582
119.4453125,-26075.85156
119.453125,-26073.89258
119.4609375,-26075.11719
119.46875,-26078.45703
119.4765625,-26082.83594
119.484375,-26087.12109
119.4921875,-26090.94141
119.5,-26094.17773
119.5078125,-26096.86523
119.515625,-26099.13281
119.5234375,-26100.76758
119.53125,-26101.79883
119.5390625,-26102.39844
119.546875,-26102.5625
119.5546875,-26103.12109
119.5625,-26104.55273
119.5703125,-26107.73242
119.578125,-26113.75195
119.5859375,-26122.90039
119.59375,-26135.30078
119.6015625,-26149.15039
119.609375,-26161.32813
119.6171875,-26168.62305
119.625,-26168.97656
119.6328125,-26163.52539
119.640625,-26156.28906
119.6484375,-26152.41797
119.65625,-26155.57422
119.6640625,-26165.37891
119.671875,-26177.97656
119.6796875,-26188.14258
119.6875,-26192.07227
119.6953125,-26190.40625
119.703125,-26186.61719
119.7109375,-26185.30078
119.71875,-26189.37891
119.7265625,-26198.19531
119.734375,-26209.46875
119.7421875,-26220.19141
119.75,-26228.70898
119.7578125,-26235.16797
119.765625,-26240.07422
119.7734375,-26243.5957
119.78125,-26244.98047
119.7890625,-26243.21289
119.796875,-26238.31055
119.8046875,-26231.26953
119.8125,-26224.04102
119.8203125,-26218.16406
119.828125,-26213.35156
119.8359375,-26208.63281
119.84375,-26202.15625
119.8515625,-26193.13086
119.859375,-26182.53516
119.8671875,-26171.83789
119.875,-26162.8125
119.8828125,-26155.26367
119.890625,-26147.36523
119.8984375,-26137.06055
119.90625,-26123.41406
119.9140625,-26108.05664
119.921875,-26094.40234
119.9296875,-26085.54688
119.9375,-26082.53125
119.9453125,-26083.03906
119.953125,-26083.17578
119.9609375,-26079.74219
119.96875,-26071.75977
119.9765625,-26061.94141
119.984375,-26053.92969
119.9921875,-26050.66797
120,-26052.89844
120.0078125,-26058.53906
120.015625,-26065.05273
120.0234375,-26070.20117
120.03125,-26073.47656
120.0390625,-26075.91211
120.046875,-26078.77148
120.0546875,-26082.61719
120.0625,-26086.64844
120.0703125,-26088.73047
120.078125,-26087.31055
120.0859375,-26081.78711
120.09375,-26073.95898
120.1015625,-26067.40625
120.109375,-26065.36914
120.1171875,-26070.05664
120.125,-26080.25195
120.1328125,-26092.28711
120.140625,-26101.98047
120.1484375,-26105.95117
120.15625,-26104.01172
120.1640625,-26098.0625
120.171875,-26091.18555
120.1796875,-26086.17188
120.1875,-26084.44141
120.1953125,-26086.27344
120.203125,-26091.1543
120.2109375,-26097.63477
120.21875,-26104.25391
120.2265625,-26108.76172
120.234375,-26109.58984
120.2421875,-26106.75391
120.25,-26101.9375
120.2578125,-26099.32813
120.265625,-26102.67188
120.2734375,-26113.66406
120.28125,-26130.72266
120.2890625,-26148.69531
120.296875,-26161.84766
120.3046875,-26166.34961
120.3125,-26162.62305
120.3203125,-26155.23633
120.328125,-26150.19141
120.3359375,-26151.67383
120.34375,-26159.68555
120.3515625,-26169.79883
120.359375,-26176.85938
120.3671875,-26177.36719
120.375,-26172.26172
120.3828125,-26166.05078
120.390625,-26163.24414
120.3984375,-26166.50391
120.40625,-26174.2832
120.4140625,-26182.60742
120.421875,-26187.91211
120.4296875,-26188.58594
120.4375,-26185.94336
120.4453125,-26182.52734
120.453125,-26180.58789
120.4609375,-26181.41016
120.46875,-26185.04883
120.4765625,-26191.32227
120.484375,-26199.74219
120.4921875,-26208.70898
120.5,-26216.34375
120.5078125,-26219.48828
120.515625,-26216.40039
120.5234375,-26207.5332
120.53125,-26195.32813
120.5390625,-26184.25391
120.546875,-26177.5957
120.5546875,-26176.16602
120.5625,-26178.09375
120.5703125,-26179.35938
120.578125,-26176.39648
120.5859375,-26167.58008
120.59375,-26153.93945
120.6015625,-26138.69727
120.609375,-26125.15625
120.6171875,-26115.52148
120.625,-26109.75
120.6328125,-26105.41406
120.640625,-26100.04102
120.6484375,-26091.57031
120.65625,-26080.0293
120.6640625,-26067.44141
120.671875,-26056.00586
120.6796875,-26047.82227
120.6875,-26042.89844
120.6953125,-26039.76953
120.703125,-26036.77539
120.7109375,-26032.73242
120.71875,-26027.99609
120.7265625,-26023.875
120.734375,-26021.66211
120.7421875,-26022.21094
120.75,-26025.13086
120.7578125,-26029.6875
120.765625,-26035.04883
120.7734375,-26039.94141
120.78125,-26043.69922
120.7890625,-26045.11914
120.796875,-26043.61523
120.8046875,-26040.01563
120.8125,-26036.18164
120.8203125,-26035.48828
120.828125,-26040.11133
120.8359375,-26049.7168
120.84375,-26061.09766
120.8515625,-26069.04492
120.859375,-26069.44141
120.8671875,-26061.67383
120.875,-26049.28125
120.8828125,-26038.58789
120.890625,-26034.8125
120.8984375,-26039.6543
120.90625,-26050.16602
120.9140625,-26060.07227
120.921875,-26064.13281
120.9296875,-26059.83594
120.9375,-26048.91406
120.9453125,-26036.24805
120.953125,-26026.63867
120.9609375,-26023.82227
120.96875,-26028.64453
120.9765625,-26039.80273
120.984375,-26054.69336
120.9921875,-26069.94141
121,-26082.26367
121.0078125,-26089.57227
121.015625,-26091.01367
121.0234375,-26088.73828
121.03125,-26086.33789
121.0390625,-26087.86133
121.046875,-26095.50977
121.0546875,-26107.8418
121.0625,-26121.5625
121.0703125,-26132.35156
121.078125,-26137.61523
121.0859375,-26137.53125
121.09375,-26133.49023
121.1015625,-26127.57031
121.109375,-26120.70898
121.1171875,-26113.38477
121.125,-26106.63672
121.1328125,-26102.27148
121.140625,-26102.29883
121.1484375,-26107.35547
121.15625,-26115.45898
121.1640625,-26123.52344
121.171875,-26128.33594
121.1796875,-26129.19336
121.1875,-26128.02734
121.1953125,-26127.36328
121.203125,-26129.56836
121.2109375,-26134.58008
121.21875,-26141.13672
121.2265625,-26148.40234
121.234375,-26156.29297
121.2421875,-26165.64453
121.25,-26176.34766
121.2578125,-26186.70313
121.265625,-26194.2793
121.2734375,-26197.56445
121.28125,-26197.71094
121.2890625,-26198.20313
121.296875,-26202.13281
121.3046875,-26210.60352
121.3125,-26220.66992
121.3203125,-26227.74805
121.328125,-26228.61719
121.3359375,-26223.36719
121.34375,-26216.77539
121.3515625,-26214.60547
121.359375,-26220.79297
121.3671875,-26235.54492
121.375,-26255.11523
121.3828125,-26274.80078
121.390625,-26291.08594
121.3984375,-26302.87109
121.40625,-26310.96875
121.4140625,-26316.18164
121.421875,-26318.83398
121.4296875,-26319.02539
121.4375,-26317.44922
121.4453125,-26317.12109
121.453125,-26321.375
121.4609375,-26332.54883
121.46875,-26349.94531
121.4765625,-26368.99609
121.484375,-26384.51172
121.4921875,-26392.69141
121.5,-26393.88086
121.5078125,-26392.49414
121.515625,-26393.80273
121.5234375,-26401.15234
121.53125,-26413.87109
121.5390625,-26428.21484
121.546875,-26440.36914
121.5546875,-26448.67969
121.5625,-26454.76758
121.5703125,-26461.68945
121.578125,-26470.96289
121.5859375,-26482.29492
121.59375,-26493.19141
121.6015625,-26501.85547
121.609375,-26508.96289
121.6171875,-26516.71094
121.625,-26527.82617
121.6328125,-26542.12695
121.640625,-26556.33984
121.6484375,-26566.20313
121.65625,-26569.07227
121.6640625,-26566.36328
121.671875,-26562.50977
121.6796875,-26561.68359
121.6875,-26564.80664
121.6953125,-26568.0332
121.703125,-26565.67383
121.7109375,-26554.04297
121.71875,-26533.90039
121.7265625,-26511.22852
121.734375,-26492.50391
121.7421875,-26481.11914
121.75,-26475.43945
121.7578125,-26469.49023
121.765625,-26457.99609
121.7734375,-26439.0332
121.78125,-26415.58789
121.7890625,-26393.91602
121.796875,-26379.61328
121.8046875,-26375.06836
121.8125,-26378.35742
121.8203125,-26384.30273
121.828125,-26387.36133
121.8359375,-26383.47266
121.84375,-26372.22266
121.8515625,-26356.75391
121.859375,-26341.8457
121.8671875,-26332.64063
121.875,-26331.01367
121.8828125,-26335.12891
121.890625,-26340.58398
121.8984375,-26342.36523
121.90625,-26338.75977
121.9140625,-26331.4043
121.921875,-26324.43164
121.9296875,-26321.61719
121.9375,-26323.81836
121.9453125,-26329.00391
121.953125,-26333.9043
121.9609375,-26335.96094
121.96875,-26335.1875
121.9765625,-26332.66211
121.984375,-26329.78516
121.9921875,-26327.21094
122,-26324.36914
122.0078125,-26321.54102
122.015625,-26318.95313
122.0234375,-26317.08984
122.03125,-26316.15039
122.0390625,-26315.1543
122.046875,-26313.62891
122.0546875,-26311.56836
122.0625,-26309.97656
122.0703125,-26310.08398
122.078125,-26312.05859
122.0859375,-26315.00586
122.09375,-26317.81836
122.1015625,-26320.00195
122.109375,-26322.95313
122.1171875,-26327.93164
122.125,-26335.23828
122.1328125,-26343.29297
122.140625,-26349.06836
122.1484375,-26351.41602
122.15625,-26351.44141
122.1640625,-26352.55859
122.171875,-26358.31641
122.1796875,-26368.99219
122.1875,-26381.71094
122.1953125,-26391.44531
122.203125,-26394.64258
122.2109375,-26391.85547
122.21875,-26387.39844
122.2265625,-26386.94531
122.234375,-26393.80469
122.2421875,-26406.37695
122.25,-26419.79492
122.2578125,-26427.87305
122.265625,-26427.45898
122.2734375,-26419.94141
122.28125,-26409.71484
122.2890625,-26402.42773
122.296875,-26400.7207
122.3046875,-26403.54492
122.3125,-26407.42578
122.3203125,-26408.46484
122.328125,-26405.26758
122.3359375,-26399.20313
122.34375,-26393.35352
122.3515625,-26390.6543
122.359375,-26391.94141
122.3671875,-26396.2832
122.375,-26401.75586
122.3828125,-26406.4082
122.390625,-26410.07422
122.3984375,-26413.06055
122.40625,-26416.25391
122.4140625,-26420.33984
122.421875,-26424.84375
122.4296875,-26429.47852
122.4375,-26433.31445
122.4453125,-26435.68945
122.453125,-26436.69531
122.4609375,-26436.78711
122.46875,-26437.20898
122.4765625,-26439.14648
122.484375,-26443.04688
122.4921875,-26448.38867
122.5,-26453.38281
122.5078125,-26456.44922
122.515625,-26456.98633
122.5234375,-26455.61719
122.53125,-26454.83398
122.5390625,-26456.61523
122.546875,-26461.85938
122.5546875,-26469.88867
122.5625,-26478.23438
122.5703125,-26485.0293
122.578125,-26488.98438
122.5859375,-26490.24023
122.59375,-26490.25
122.6015625,-26490.50195
122.609375,-26492.23828
122.6171875,-26495.79492
122.625,-26500.49805
122.6328125,-26505.42578
122.640625,-26509.44727
122.6484375,-26512.49609
122.65625,-26515.60742
122.6640625,-26520.00781
122.671875,-26527.23828
122.6796875,-26536.93555
122.6875,-26547.13867
122.6953125,-26555.24023
122.703125,-26558.78711
122.7109375,-26557.9707
122.71875,-26554.78516
122.7265625,-26552.375
122.734375,-26553.56836
122.7421875,-26559.27734
122.75,-26568.87305
122.7578125,-26580.84375
122.765625,-26593.50586
122.7734375,-26605.7168
122.78125,-26616.01563
122.7890625,-26623.03711
122.796875,-26625.73438
122.8046875,-26623.61719
122.8125,-26618.47656
122.8203125,-26612.67773
122.828125,-26608.47461
122.8359375,-26606.79297
122.84375,-26605.93164
122.8515625,-26603.56836
122.859375,-26597.32617
122.8671875,-26586.53125
122.875,-26572.42773
122.8828125,-26557.02734
122.890625,-26542.14258
122.8984375,-26528.51367
122.90625,-26515.62305
122.9140625,-26503.15625
122.921875,-26490.69922
122.9296875,-26478.67969
122.9375,-26467.81641
122.9453125,-26457.9707
122.953125,-26449.05078
122.9609375,-26439.95508
122.96875,-26429.78516
122.9765625,-26418.67773
122.984375,-26407.36133
122.9921875,-26397.87109
123,-26391.77539
123.0078125,-26389.5332
123.015625,-26390.27148
123.0234375,-26391.9375
123.03125,-26392.84961
123.0390625,-26392.88281
123.046875,-26393.30859
123.0546875,-26396.70703
123.0625,-26404.10352
123.0703125,-26414.4375
123.078125,-26424.53125
123.0859375,-26430.11914
123.09375,-26429.30078
123.1015625,-26422.67383
123.109375,-26413.48242
123.1171875,-26405.87695
123.125,-26402.08398
123.1328125,-26401.99219
123.140625,-26403.20117
123.1484375,-26403.0293
123.15625,-26400.39063
123.1640625,-26396.32813
123.171875,-26393.58594
123.1796875,-26395.00781
123.1875,-26401.45313
123.1953125,-26411.98047
123.203125,-26423.07813
123.2109375,-26430.82422
123.21875,-26432.50195
123.2265625,-26427.29297
123.234375,-26417.83203
123.2421875,-26408.06641
123.25,-26401.91992
123.2578125,-26401.66211
123.265625,-26406.46094
123.2734375,-26413.64453
123.28125,-26420.06641
123.2890625,-26424.08594
123.296875,-26426.51953
123.3046875,-26429.47852
123.3125,-26435.13477
123.3203125,-26443.92383
123.328125,-26453.79688
123.3359375,-26462.10938
123.34375,-26466.03906
123.3515625,-26464.60352
123.359375,-26458.88281
123.3671875,-26450.91016
123.375,-26444.01758
123.3828125,-26440.88477
123.390625,-26443.1875
123.3984375,-26451.12109
123.40625,-26462.41797
123.4140625,-26473.23047
123.421875,-26479.17578
123.4296875,-26477.40625
123.4375,-26468.49609
123.4453125,-26456.08398
123.453125,-26445.68164
123.4609375,-26441.69727
123.46875,-26444.83984
123.4765625,-26452.93945
123.484375,-26461.54297
123.4921875,-26467.22461
123.5,-26469.41211
123.5078125,-26469.61523
123.515625,-26471.0332
123.5234375,-26475.49414
123.53125,-26482.95508
123.5390625,-26492.10156
123.546875,-26500.98438
123.5546875,-26508.39063
123.5625,-26513.63086
123.5703125,-26516.08789
123.578125,-26515.31641
123.5859375,-26510.98633
123.59375,-26504.30469
123.6015625,-26498.15234
123.609375,-26495.76563
123.6171875,-26500.14063
123.625,-26511.22461
123.6328125,-26526.28906
123.640625,-26541.34766
123.6484375,-26552.56055
123.65625,-26559.0293
123.6640625,-26561.82813
123.671875,-26563.01172
123.6796875,-26564.17773
123.6875,-26565.2207
123.6953125,-26565.45703
123.703125,-26564.81055
123.7109375,-26564.54297
123.71875,-26567.07617
123.7265625,-26573.66602
123.734375,-26583.47852
123.7421875,-26593.36914
123.75,-26599.11133
123.7578125,-26599.10156
123.765625,-26594.61719
123.7734375,-26589.80664
123.78125,-26589.21484
123.7890625,-26594.31641
123.796875,-26603.50586
123.8046875,-26612.50391
123.8125,-26617.69922
123.8203125,-26618.61719
123.828125,-26618.04297
123.8359375,-26620.31641
123.84375,-26628.39453
123.8515625,-26641.74805
123.859375,-26657.09375
123.8671875,-26669.8457
123.875,-26677.1875
123.8828125,-26679.34766
123.890625,-26678.44922
123.8984375,-26677.83789
123.90625,-26678.81445
123.9140625,-26680.34961
123.921875,-26679.97461
123.9296875,-26674.8457
123.9375,-26664.56836
123.9453125,-26650.8125
123.953125,-26636.75586
123.9609375,-26625.12109
123.96875,-26616.19922
123.9765625,-26607.85938
123.984375,-26596.84961
123.9921875,-26580.68555
124,-26560.20508
124.0078125,-26538.49023
124.015625,-26519.96875
124.0234375,-26507.69727
124.03125,-26501.0293
124.0390625,-26496.83008
124.046875,-26490.12109
124.0546875,-26477.29297
124.0625,-26458.34961
124.0703125,-26436.54492
124.078125,-26417.79492
124.0859375,-26407.07617
124.09375,-26406.16406
124.1015625,-26412.7168
124.109375,-26421.24609
124.1171875,-26426.35547
124.125,-26425.68164
124.1328125,-26420.625
124.140625,-26415.92188
124.1484375,-26415.37109
124.15625,-26419.83398
124.1640625,-26426.67383
124.171875,-26431.17578
124.1796875,-26430.96289
124.1875,-26426.61523
124.1953125,-26421.37109
124.203125,-26418.48438
124.2109375,-26418.09375
124.21875,-26417.51367
124.2265625,-26413.04297
124.234375,-26403.19727
124.2421875,-26390.42383
124.25,-26379.58203
124.2578125,-26375.34961
124.265625,-26379.21289
124.2734375,-26388.32031
124.28125,-26398.25781
124.2890625,-26404.73242
124.296875,-26406.49805
124.3046875,-26405.33203
124.3125,-26403.91016
124.3203125,-26404.93555
124.328125,-26408.74414
124.3359375,-26413.92383
124.34375,-26418.63086
124.3515625,-26421.35352
124.359375,-26422.13867
124.3671875,-26421.95313
124.375,-26421.9375
124.3828125,-26422.7832
124.390625,-26424.10352
124.3984375,-26425.39648
124.40625,-26426.53516
124.4140625,-26427.64844
124.421875,-26429.77344
124.4296875,-26432.88477
124.4375,-26436.13086
124.4453125,-26438.32031
124.453125,-26438.42578
124.4609375,-26437.82422
124.46875,-26438.99414
124.4765625,-26444.43359
124.484375,-26454.69727
124.4921875,-26466.81055
124.5,-26475.63867
124.5078125,-26476.14258
124.515625,-26466.5918
124.5234375,-26449.79102
124.53125,-26431.40234
124.5390625,-26417.42773
124.546875,-26410.99609
124.5546875,-26410.66406
124.5625,-26412.71484
124.5703125,-26412.70313
124.578125,-26408.66406
124.5859375,-26402.07813
124.59375,-26396.0332
124.6015625,-26394.21289
124.609375,-26397.95703
124.6171875,-26406.17383
124.625,-26416.46289
124.6328125,-26426.0625
124.640625,-26433.29102
124.6484375,-26437.50391
124.65625,-26438.58398
124.6640625,-26437.01953
124.671875,-26433.39648
124.6796875,-26429.30859
124.6875,-26426.91211
124.6953125,-26427.61523
124.703125,-26432.16992
124.7109375,-26439.00391
124.71875,-26445.57227
124.7265625,-26449.97461
124.734375,-26451.42188
124.7421875,-26451.49414
124.75,-26451.91602
124.7578125,-26453.52539
124.765625,-26455.58594
124.7734375,-26456.18164
124.78125,-26454.07422
124.7890625,-26449.86133
124.796875,-26445.83789
124.8046875,-26445.24609
124.8125,-26449.78516
124.8203125,-26459.0332
124.828125,-26470.27539
124.8359375,-26479.23828
124.84375,-26483.23633
124.8515625,-26481.5625
124.859375,-26476.66602
124.8671875,-26473.30469
124.875,-26475.50977
124.8828125,-26485.02539
124.890625,-26499.13281
124.8984375,-26511.97656
124.90625,-26517.75586
124.9140625,-26514.07227
124.921875,-26503.93945
124.9296875,-26494.19336
124.9375,-26491.13281
124.9453125,-26497.24805
124.953125,-26508.93359
124.9609375,-26519.70703
124.96875,-26524.58008
124.9765625,-26522.87695
124.984375,-26519.46484
124.9921875,-26520.0957
125,-26527.69531
125.0078125,-26540.56445
125.015625,-26552.87891
125.0234375,-26559.56836
125.03125,-26558.875
125.0390625,-26553.53516
125.046875,-26548.80664
125.0546875,-26548.97266
125.0625,-26555.30859
125.0703125,-26565.94141
125.078125,-26577.04102
125.0859375,-26585.86328
125.09375,-26590.89648
125.1015625,-26592.70703
125.109375,-26592.95508
125.1171875,-26592.7207
125.125,-26592.95508
125.1328125,-26592.98633
125.140625,-26591.32227
125.1484375,-26586.54492
125.15625,-26577.57227
125.1640625,-26564.8457
125.171875,-26549.75781
125.1796875,-26534.04102
125.1875,-26519.05859
125.1953125,-26504.98633
125.203125,-26491.63672
125.2109375,-26478.97266
125.21875,-26467.1543
125.2265625,-26457.31445
125.234375,-26449.67969
125.2421875,-26443.76172
125.25,-26438.45508
125.2578125,-26432.20117
125.265625,-26425.10156
125.2734375,-26417.98828
125.28125,-26412.38672
125.2890625,-26409.68164
125.296875,-26409.87695
125.3046875,-26412.01953
125.3125,-26414.35156
125.3203125,-26415.13281
125.328125,-26413.43945
125.3359375,-26409.05078
125.34375,-26403.01758
125.3515625,-26397.2207
125.359375,-26393.33203
125.3671875,-26393.15234
125.375,-26396.76367
125.3828125,-26403.07227
125.390625,-26410.34375
125.3984375,-26416.33984
125.40625,-26420.28906
125.4140625,-26421.94727
125.421875,-26421.75195
125.4296875,-26420.46875
125.4375,-26418.41406
125.4453125,-26415.9375
125.453125,-26413.39844
125.4609375,-26411.12695
125.46875,-26409.58398
125.4765625,-26408.55664
125.484375,-26407.75781
125.4921875,-26406.9082
125.5,-26405.67578
125.5078125,-26404.99414
125.515625,-26405.5918
125.5234375,-26408.16992
125.53125,-26412.98633
125.5390625,-26419.04297
125.546875,-26425.61719
125.5546875,-26431.77344
125.5625,-26437.10547
125.5703125,-26441.93359
125.578125,-26446.35938
125.5859375,-26450.23438
125.59375,-26452.79883
125.6015625,-26453.0332
125.609375,-26450.82227
125.6171875,-26447.06836
125.625,-26444.25586
125.6328125,-26445.34961
125.640625,-26451.75391
125.6484375,-26463.16992
125.65625,-26476.13086
125.6640625,-26485.91992
125.671875,-26488.97656
125.6796875,-26484.2793
125.6875,-26475.21094
125.6953125,-26467.19727
125.703125,-26465.36914
125.7109375,-26471.83984
125.71875,-26484.39648
125.7265625,-26498.16211
125.734375,-26508.38477
125.7421875,-26512.91992
125.75,-26513.36523
125.7578125,-26512.7793
125.765625,-26513.55078
125.7734375,-26515.50781
125.78125,-26515.7168
125.7890625,-26511.99414
125.796875,-26504.13867
125.8046875,-26495.25977
125.8125,-26490.43359
125.8203125,-26493.14258
125.828125,-26504.03516
125.8359375,-26519.70703
125.84375,-26534.64648
125.8515625,-26543.65039
125.859375,-26543.43945
125.8671875,-26533.56445
125.875,-26516.06055
125.8828125,-26494.33398
125.890625,-26473.14258
125.8984375,-26456.45703
125.90625,-26446.88867
125.9140625,-26444.33789
125.921875,-26445.20703
125.9296875,-26444.86328
125.9375,-26438.78711
125.9453125,-26425.34961
125.953125,-26406.74609
125.9609375,-26387.04297
125.96875,-26370.69336
125.9765625,-26359.68164
125.984375,-26353.25781
125.9921875,-26349.19727
126,-26345.33203
126.0078125,-26341.05859
126.015625,-26337.27539
126.0234375,-26334.81641
126.03125,-26334.35156
126.0390625,-26334.94922
126.046875,-26335.49023
126.0546875,-26335.48438
126.0625,-26334.85547
126.0703125,-26334.85742
126.078125,-26335.99609
126.0859375,-26337.92578
126.09375,-26339.66797
126.1015625,-26339.69727
126.109375,-26337.42969
126.1171875,-26333.23242
126.125,-26328.33203
126.1328125,-26324.35352
126.140625,-26322.18164
126.1484375,-26322.10156
126.15625,-26323.58203
126.1640625,-26325.20898
126.171875,-26326.20508
126.1796875,-26325.56641
126.1875,-26323.13477
126.1953125,-26319.47461
126.203125,-26314.97461
126.2109375,-26310.7793
126.21875,-26307.49414
126.2265625,-26305.68164
126.234375,-26306.22266
126.2421875,-26309.71484
126.25,-26316.6582
126.2578125,-26326.49023
126.265625,-26337.31836
126.2734375,-26346.51953
126.28125,-26351.38867
126.2890625,-26351.02539
126.296875,-26346.92578
126.3046875,-26342.10938
126.3125,-26340.76367
126.3203125,-26345.19727
126.328125,-26355.37891
126.3359375,-26368.94336
126.34375,-26381.75391
126.3515625,-26390.78125
126.359375,-26394.39063
126.3671875,-26393.12695
126.375,-26389.26367
126.3828125,-26385.07813
126.390625,-26382.10742
126.3984375,-26380.45898
126.40625,-26379.04297
126.4140625,-26376.66211
126.421875,-26372.25195
126.4296875,-26365.68945
126.4375,-26357.37305
126.4453125,-26347.39844
126.453125,-26336.5
126.4609375,-26325.04492
126.46875,-26313.9707
126.4765625,-26304.85352
126.484375,-26298.6543
126.4921875,-26296.25
126.5,-26297
126.5078125,-26299.52344
126.515625,-26302.3457
126.5234375,-26304.32617
126.53125,-26305.21094
126.5390625,-26305.30664
126.546875,-26305.06641
126.5546875,-26305.41016
126.5625,-26307.04492
126.5703125,-26310.84766
126.578125,-26317.20313
126.5859375,-26324.875
126.59375,-26332.23438
126.6015625,-26336.85547
126.609375,-26337.4707
126.6171875,-26334.98828
126.625,-26331.43164
126.6328125,-26329.55469
126.640625,-26330.33203
126.6484375,-26332.78711
126.65625,-26334.89453
126.6640625,-26335.00781
126.671875,-26333.40234
126.6796875,-26332.11914
126.6875,-26333.33984
126.6953125,-26338.63867
126.703125,-26347.22656
126.7109375,-26357.09375
126.71875,-26365.8457
126.7265625,-26371.13281
126.734375,-26372.33594
126.7421875,-26369.46289
126.75,-26363.68359
126.7578125,-26357.47656
126.765625,-26353.49219
126.7734375,-26354.60938
126.78125,-26361.87109
126.7890625,-26373.94336
126.796875,-26387.44141
126.8046875,-26398.16016
126.8125,-26403.41016
126.8203125,-26403.37109
126.828125,-26400.55664
126.8359375,-26399.20117
126.84375,-26402.04883
126.8515625,-26409.72656
126.859375,-26420.50977
126.8671875,-26430.90234
126.875,-26438.49805
126.8828125,-26442.06836
126.890625,-26442.44922
126.8984375,-26442.08984
126.90625,-26443.34766
126.9140625,-26447.86523
126.921875,-26455.33008
126.9296875,-26463.57031
126.9375,-26469.61328
126.9453125,-26470.90234
126.953125,-26467.12695
126.9609375,-26460.83008
126.96875,-26456.11133
126.9765625,-26457.65625
126.984375,-26467.29883
126.9921875,-26483.54492
127,-26502.02344
127.0078125,-26516.61328
127.015625,-26523.58789
127.0234375,-26521.68555
127.03125,-26512.60742
127.0390625,-26499.76367
127.046875,-26485.89844
127.0546875,-26472.58594
127.0625,-26459.80664
127.0703125,-26446.80078
127.078125,-26433.07031
127.0859375,-26418.27734
127.09375,-26402.60742
127.1015625,-26386.26758
127.109375,-26369.10547
127.1171875,-26351.94336
127.125,-26335.64648
127.1328125,-26321.59766
127.140625,-26310.94727
127.1484375,-26303.10156
127.15625,-26296.73828
127.1640625,-26289.35352
127.171875,-26279.01172
127.1796875,-26265.64453
127.1875,-26250.64258
127.1953125,-26236.4668
127.203125,-26225.03516
127.2109375,-26216.89258
127.21875,-26211.64063
127.2265625,-26208.39258
127.234375,-26206.95703
127.2421875,-26207.67969
127.25,-26210.09766
127.2578125,-26213.39453
127.265625,-26215.28125
127.2734375,-26213.91797
127.28125,-26209.28906
127.2890625,-26202.96094
127.296875,-26198.20898
127.3046875,-26197.03711
127.3125,-26199.12891
127.3203125,-26202.16211
127.328125,-26202.98828
127.3359375,-26200.22852
127.34375,-26195.10156
127.3515625,-26190.60938
127.359375,-26189.83984
127.3671875,-26193.56836
127.375,-26200.28516
127.3828125,-26207.10156
127.390625,-26211.06445
127.3984375,-26211.59961
127.40625,-26209.46875
127.4140625,-26206.57031
127.421875,-26205.00781
127.4296875,-26205.55078
127.4375,-26208.53906
127.4453125,-26212.83008
127.453125,-26216.49805
127.4609375,-26217.35938
127.46875,-26213.77344
127.4765625,-26206.21875
127.484375,-26197.75391
127.4921875,-26193.10742
127.5,-26196.72266
127.5078125,-26209.63867
127.515625,-26228.54688
127.5234375,-26246.84375
127.53125,-26257.35352
127.5390625,-26257.26758
127.546875,-26248.73242
127.5546875,-26238.21875
127.5625,-26233.00195
127.5703125,-26236.45508
127.578125,-26247.20117
127.5859375,-26259.45313
127.59375,-26266.98828
127.6015625,-26266.89844
127.609375,-26261.05469
127.6171875,-26255.05664
127.625,-26254.79883
127.6328125,-26262.67188
127.640625,-26276.93359
127.6484375,-26292.01172
127.65625,-26302.4082
127.6640625,-26305.58398
127.671875,-26302.4043
127.6796875,-26296.95117
127.6875,-26292.46094
127.6953125,-26289.59375
127.703125,-26286.3457
127.7109375,-26279.16406
127.71875,-26266.55469
127.7265625,-26249.78516
127.734375,-26232.58594
127.7421875,-26218.82227
127.75,-26209.82617
127.7578125,-26203.84766
127.765625,-26197.34766
127.7734375,-26187.05078
127.78125,-26172.85352
127.7890625,-26156.85547
127.796875,-26142.49414
127.8046875,-26132.30469
127.8125,-26126.10938
127.8203125,-26122.64063
127.828125,-26119.80859
127.8359375,-26116.46484
127.84375,-26112.85547
127.8515625,-26109.34375
127.859375,-26106.22852
127.8671875,-26103.14258
127.875,-26099.73047
127.8828125,-26096.46094
127.890625,-26094.42578
127.8984375,-26094.9668
127.90625,-26098.72461
127.9140625,-26104.74219
127.921875,-26111.82227
127.9296875,-26118.2168
127.9375,-26123.01953
127.9453125,-26126.14258
127.953125,-26127.30078
127.9609375,-26126.94141
127.96875,-26125.22266
127.9765625,-26122.79297
127.984375,-26121.01563
127.9921875,-26120.73047
128,-26121.90625
128.0078125,-26122.8125
128.015625,-26120.77539
128.0234375,-26114.04492
128.03125,-26102.98242
128.0390625,-26091.01172
128.046875,-26083.04883
128.0546875,-26082.61523
128.0625,-26090.76172
128.0703125,-26104.38672
128.078125,-26118.41406
128.0859375,-26128.39648
128.09375,-26131.93555
128.1015625,-26130.47266
128.109375,-26127.02734
128.1171875,-26124.67188
128.125,-26125.16211
128.1328125,-26128.01563
128.140625,-26131.82227
128.1484375,-26135.27734
128.15625,-26138.13281
128.1640625,-26141.52539
128.171875,-26146.6875
128.1796875,-26154.34961
128.1875,-26163.79883
128.1953125,-26172.6543
